doi,year,title,source_id,source_title,retracted,area,category,intext_citation.section,intext_citation.pointer,intext_citation.intent,intext_citation.sentiment,intext_citation.section.ret_mention
10.1007/s10202-005-0002-3,2005,"Risk perceptions and ethical public health policy: MMR vaccination in the UK
",issn:1615-6609; issn:1615-6617,Poiesis & Praxis,no,"Engineering;;
Social Sciences;;","Engineering (miscellaneous);;
Social Sciences (miscellaneous);;",introduction;;,1998,describes;;,neutral;;,no;;
10.1097/lgt.0000000000000262,2017,"Gynecologists' Knowledge, Attitudes, and Intentions Toward Human Papillomavirus Vaccination in Serbia ",issn:1089-2591,Journal Of Lower Genital Tract Disease,no,Medicine,"Medicine (miscellaneous);
Obstetrics and Gynecology;;",discussion;;,11,cites for information;;,neutral;;,no;;
10.1191/0969733005ne757oa,2005,Informing Education Policy on MMR: balancing individual freedoms and collective responsibilities for the promotion of public health,issn:0969-7330; issn:1477-0989,Nursing Ethics,no,Nursing;;,"Issues, Ethics and Legal Aspects;;",Background;;,10,qualifies;;,neutral;;,no;;
10.1586/14760584.8.2.179,2009,"Social and behavioral science in HIV vaccine trials: a gap assessment of the literature

",issn:1476-0584; issn:1744-8395,Expert Review Of Vaccines,no,"Biochemistry, Genetics and Molecular Biology;;
Immunology and Microbiology;;
Pharmacology, Toxicology and Pharmaceutics;;","Molecular Medicine;;
Immunology;;
Drug Discovery;
Pharmacology;;",introduction;;,4,critiques;;,negative;;,no;;
10.1586/erv.10.36,2010,"Current controversies in the 
USA regarding vaccine safety 
",issn:1476-0584; issn:1744-8395,Expert Review Of Vaccines,no,"Biochemistry, Genetics and Molecular Biology;;
Immunology and Microbiology;;
Pharmacology, Toxicology and Pharmaceutics;;","Molecular Medicine;;
Immunology;;
Drug Discovery;
Pharmacology;;",middle section; “Neurodevelopmental concerns: disconnecting autism“;;,12,disputes;;,neutral;;,no;;
10.1097/00006454-200111001-00007,2001,"Safety of combination vaccines: perception versus reality
",issn:0891-3668,The Pediatric Infectious Disease Journal,no,Medicine,"Infectious Diseases;
Medicine (miscellaneous);
Pediatrics, Perinatology and Child Health;;",middle section;“MMR VACCINE ”;;,32,disputes;;,neutral;;,no;;
10.1038/nri780,2002,"Ethical issues for vaccines and immunization
",issn:1474-1733; issn:1474-1741,Nature Reviews Immunology,no,"Immunology and Microbiology;;
Medicine;;","Immunology;;
Immunology and Allergy;
Medicine (miscellaneous);;",middle section;“Current state of immunization rates”;;,13,qualifies;;,negative;;,no;;
10.1080/00365520410003326,2004,The G.U.T. of Gut,issn:0036-5521; issn:1502-7708,Scandinavian Journal Of Gastroenterology,no,Medicine;;,Gastroenterology;;,Results; discussion;;,137,cites for information;;,positive;;,no;;
10.3109/9781420060744-15,2009,"Vaccine Safety 
",isbn:9781420060737; isbn:9781420060744,"New Generation Vaccines, Fourth Edition",no,"Medicine;;
Immunology and Microbiology","Microbiology (medical);;
Microbiology",middle section; “FALSE PERCEPTIONS OF SAFETY ”;;,65,critiques;;,negative;;,no;;
10.1111/j.1365-2559.2007.02606.x,2007,"Autistic enterocolitis; is it a histopathological entity?

",issn:0309-0167; issn:1365-2559,Histopathology,no,Medicine;;,"Histology;
Medicine (miscellaneous);
Pathology and Forensic Medicine;;","introduction;;
Results;;
Results;;
Results;;
Results;;
Middle section; “Does autistic enterocolitis exist?”;;",1,"discusses;;
obtains background from;;
discusses;;
obtains background from;;
obtains background from;;
critiques;;","neutral;;
neutral;;
neutral;;
neutral;;
neutral;;
negative;;",no;;
10.1186/1471-2458-13-154,2013,"Are healthcare workers’ intentions to vaccinate related to their knowledge, beliefs and attitudes? a systematic review",issn:1471-2458,Bmc Public Health,no,Medicine;;,"Public Health, Environmental and Occupational Health;;",discussion;;,48,obtains background from;;,neutral;;,no;;
10.2105/ajph.94.6.990,2004,Vaccine Risk Perception Among Reporters of Autism After Vaccination: Vaccine Adverse Event Reporting System 1990–2001,issn:0090-0036; issn:1541-0048,American Journal Of Public Health,no,Medicine;;,"Public Health, Environmental and Occupational Health;;","introduction;;
method;;
discussion;;
discussion;;",12,"Critiques;;
cites for information;;
obtains background from;;
cites as evidence;;","negative;;
neutral;;
neutral;;
neutral;;",no;;
10.12968/bjon.2013.22.15.893,2013,"Influencing factors in MMR immunisation decision making 
",issn:0966-0461; issn:2052-2819,British Journal Of Nursing,no,Nursing;;,Nursing (miscellaneous);;,“Resurgence of measles and mumps”;Middle Section;;,None,describes;;,neutral;;,no;;
10.1002/asi.23753,2016,"A note concerning primary source knowledge
",issn:2330-1635,Journal Of The Association For Information Science And Technology,no,"Computer Science;;
Decision Sciences;;
Social Sciences;;","Computer Networks and Communications;
Information Systems;;
Information Systems and Management;;
Library and Information Sciences;;",“Citation Patterns to Papers Without Credibility”;Middle Section;;,None,obtains background from;;,neutral;;,yes;;
10.1080/09332480.2012.726555,2012,"Establishing a culture of reproducibility and openness in medical research with an Emphasis 
on the training years ",issn:0933-2480; issn:1867-2280,Chance,no,,,"Introduction;;
",None,"cites as evidence;;
",negative;;,yes;;
10.3109/9780203911723-4,2003,"Autism Screening and Neuro developmental Assessment 
",isbn:9780824707156; isbn:9780824755164,Autism Spectrum Disorders,no,"Medicine;;
Nursing;;","Pediatrics, Perinatology and Child Health;;
Pediatrics;;",middle section;“Laboratory and Other Ancillary Testing”;;,109,discusses;;,neutral;;,no;;
10.4137/iii.s3662,2010,"Relationship between Celiac Disease Markers and Gastrointestinal Disease in Children with Autism



",issn:1178-6345; issn:1178-6345,Immunology And Immunogenetics Insights,no,"Immunology and Microbiology;;
Medicine;;","Immunology;;
Immunology and Allergy;;",discussion;;,26,obtains support from;;,neutral;;,no;;
10.3821/1913-701x-140-sp2.s9,2007,"Vaccine controversies in Canada 
",issn:1715-1635; issn:1913-701X,Canadian Pharmacists Journal / Revue Des Pharmaciens Du Canada,no,"Health Professions;;
Pharmacology, Toxicology and Pharmaceutics;;","Pharmacy;;
Pharmaceutical Science;;",middle section;“do vaccines ever cause autism? ”;;,1,disputes;;,neutral;;,yes;;
10.1586/14760584.2014.928208,2014,"Opportunities for utilizing new technologies to increase vaccine confidence
",issn:1476-0584; issn:1744-8395,Expert Review Of Vaccines,no,"Biochemistry, Genetics and Molecular Biology;;
Immunology and Microbiology;;
Pharmacology, Toxicology and Pharmaceutics;;","Molecular Medicine;;
Immunology;;
Drug Discovery;
Pharmacology;;","“The psychology of vaccine hesitancy”;Middle Section;;
“The psychology of vaccine hesitancy”;Middle Section;;",5,"discusses;; 
cites for information;;","negative;;
neutral;;",no;;
10.2807/1560-7917.es2014.19.48.20979,2014,	Overcoming healthcare workers’ vaccine refusal – competition between egoism and altruism  ,issn:1560-7917,Eurosurveillance,no,"Immunology and Microbiology;;
Medicine;;","Virology;;
Epidemiology;
Medicine (miscellaneous);
Public Health, Environmental and Occupational Health;;","“Skewed risk perceptions as reasons against vaccination”;Middle Section;;
“Skewed risk perceptions as reasons against vaccination”;Middle Section;;",22,"critiques;;
Disputes;;","negative;;
negative;;",yes;;
10.1177/039463200301600302,2003,"Infections, Toxic Chemicals and Dietary Peptides Binding to Lymphocyte Receptors and Tissue Enzymes are Major Instigators of Autoimmunity in Autism",issn:0394-6320,International Journal Of Immunopathology And Pharmacology,no,"Immunology and Microbiology;;
Medicine;;
Pharmacology, Toxicology and Pharmaceutics;;","Immunology;;
Immunology and Allergy;;
Pharmacology;;",introduction;;,12,cites for information;;,neutral;;,no;;
10.1186/1471-2458-4-5,2004,Validation of the diagnosis of autism in general practitioner records,issn:1471-2458,Bmc Public Health,no,Medicine;;,"Public Health, Environmental and Occupational Health;;",Background;;,7,cites for information;;,neutral;;,no;;
10.1046/j.1365-2036.2002.01206.x,2002,"The concept of entero‐colonic encephalopathy, autism and opioid receptor ligands",issn:0269-2813; issn:1365-2036,Alimentary Pharmacology And Therapeutics,no,Medicine;;,"Gastroenterology;
Hepatology;
Pharmacology (medical);;","middle section;“THE GUT IN AUTISM: CLINICAL PRESENTATION AND SUBCLINICAL DISEASE”;;
middle section;“THE GUT IN AUTISM: CLINICAL PRESENTATION AND SUBCLINICAL DISEASE”;;
Middle section;”ALTERNATIVE GUT–BRAIN ASSOCIATIONS”;;",24,"obtains background from;;
uses conclusions from;;
updates;;","positive;;
positive;;
neutral;;",no;;
10.5487/tr.2013.29.3.173,2013,"Gastrointestinal Tract Abnormalities Induced by Prenatal Valproic Acid Exposure in Rat Offspring 
",issn:1976-8257,Toxicological Research,no,"Environmental Science;;
Pharmacology, Toxicology and Pharmaceutics;;","Health, Toxicology and Mutagenesis;;
Toxicology;;","Introduction;;
",8,disputes;;,neutral;;,no;;
10.1007/s11908-015-0506-5,2015,The Reemergence of Measles,issn:1523-3847; issn:1534-3146,Current Infectious Disease Reports,no,Medicine,Infectious Diseases;;,"“Measles Vaccine: Impact, Indications, Efficacy, and Adverse Effects”;Middle Section;;",77,critiques;;,negative;;,no;;
10.1056/nejmcps1413402,2015,In Sight and Out of Mind,issn:0028-4793; issn:1533-4406,New England Journal Of Medicine,no,Medicine;;,Medicine (miscellaneous);;,None;;,11,qualifies;;,negative;;,yes;;
10.1111/j.1365-2559.2007.02607.x,2007,"Autistic enterocolitis: is it a histopathological entity?—reply

",issn:0309-0167; issn:1365-2559,Histopathology,no,Medicine;;,"Histology;
Medicine (miscellaneous);
Pathology and Forensic Medicine;;","introduction;;
introduction;;
introduction;;",1,"obtains background from;;
discusses;;
obtains background from;;
","positive;;
positive;;
neutral;;",no;;
10.1080/20477724.2017.1322261,2017,Vaccination refusal. Autonomy and permitted coercion ,issn:2047-7724; issn:2047-7732,Pathogens And Global Health,no,"Immunology and Microbiology;;
Medicine;;","Microbiology;
Parasitology;;
Infectious Diseases;
Medicine (miscellaneous);
Public Health, Environmental and Occupational Health;;",discussion;;,26,cites for information;;,neutral;;,no;;
10.1017/s0950268815001909,2015,"Reasons for measles cases not being vaccinated with MMR: investigation into parents' and carers' views following a large measles outbreak


",issn:0950-2688; issn:1469-4409,Epidemiology And Infection,no,Medicine;;,"Epidemiology;
Infectious Diseases;;","Introduction;;
Results;;
",6,"credits;;
Cites for information;;","negative;;
neutral;;",yes;;
10.1186/s12916-014-0166-6,2014,"Molecular mimicry, inflammatory bowel disease, and the vaccine safety debate
",issn:1741-7015,Bmc Medicine,no,Medicine,Medicine (miscellaneous);;,Background;;,2,describes;;,negative;;,no;;
10.1016/j.phr.2004.09.003,2004,"What's Going on? The Question of Time Trends in Autism



",issn:0033-3549; issn:1468-2877,Public Health Reports,no,Medicine;;,"Public Health, Environmental and Occupational Health;;","introduction;;
Middle section; “REVIEW OF U.S. AND U.K. STUDIES ”;;",19,"credits;;
obtains background from;;","neutral;;
neutral;;",no;;
10.1177/001857879903400610,1999,Are Vaccines Safe? Risk Communication Applied to Vaccination,issn:0018-5787; issn:1945-1253,Hospital Pharmacy,no,"Health Professions;;
Medicine;;
Pharmacology, Toxicology and Pharmaceutics;;","Pharmacy;;
Pharmacology (medical);;
Pharmacology;;",middle section;“VACCINE-PHOBIA”;;,20,disputes;;,negative;;,no;;
10.1371/journal.pone.0105153,2014,The Effect of Measles on Health-Related Quality of Life: A Patient-Based Survey,issn:1932-6203,Plos One,no,"Agricultural and Biological Sciences;;
Biochemistry, Genetics and Molecular Biology;;
Medicine;;","Agricultural and Biological Sciences (miscellaneous);;
Biochemistry, Genetics and Molecular Biology (miscellaneous);;
Medicine (miscellaneous);;","Introduction;;
",5,cites for information;;,negative;;,no;;
10.2196/jmir.2409,2013,Social Media and the Empowering of Opponents of Medical Technologies: The Case of Anti-Vaccinationism,issn:1438-8871,Journal Of Medical Internet Research,no,Medicine;;,Health informatics;;,“Social Media and the Anti-Vaccination Movement”;Middle Section;;,11,disputes;;,negative;;,no;;
10.1097/01.inf.0000073300.05256.00,2003,"Dublin reminds us about measles
",issn:0891-3668,The Pediatric Infectious Disease Journal,no,Medicine,"Infectious Diseases;
Medicine (miscellaneous);
Pediatrics, Perinatology and Child Health;;",None,3,disputes;;,negative;;,no;;
10.1097/00006454-200012000-00002,2000,Serious adverse events after measles-mumps-rubella vaccination during a fourteen-year prospective follow-up,issn:0891-3668,The Pediatric Infectious Disease Journal,no,Medicine,"Infectious Diseases;
Medicine (miscellaneous);
Pediatrics, Perinatology and Child Health;;",discussion;;,45,disputes;;,negative;;,no;;
10.1007/978-3-319-59952-6_9,2017,Measles–Mumps–Rubella Vaccine ,isbn:9783319599502; isbn:9783319599526,Pediatric Vaccines And Vaccinations,no,"Medicine;;
Nursing;;
Pharmacology, Toxicology and Pharmaceutics;;","Pharmacology (medical);;
Pharmacology (nursing);;
Pharmacology;;",“Measles–Mumps–Rubella Vaccine”;Middle section;;,None,qualifies;;,neutral;;,yes;;
10.1111/j.1471-1842.2008.00773.x,2008,"Information, immunization and the information professional

",issn:1471-1834; issn:1471-1842,Health Information And Libraries Journal,no,"Health Professions;;
Medicine;;
Social Sciences;;","Health Information Management;;
Health Informatics;;
Library and Information Sciences;;",none,None,discusses;;,negative;;,no;;
10.1186/1472-6963-11-60,2011,Credible knowledge: A pilot evaluation of a modified GRADE method using parent-implemented interventions for children with autism,issn:1472-6963,Bmc Health Services Research,no,Medicine;;,Health Policy;;,Background;;,30,critiques;;,negative;;,no;;
10.1177/1757913913485345,2013,The 2014 Research Excellence Framework assessment,issn:1757-9139; issn:1757-9147,Perspectives In Public Health,no,Medicine;;,"Public Health, Environmental and Occupational Health;;",“What are the issues?”;Middle Section;;,2,"cites as evidence;;
",negative;;,no;;
10.1002/9781119164746.ch7,2017,Postnatal Factors Using the INPP Questionnaire ,isbn:9781119164746; isbn:9781119164777,"Attention, Balance And Coordination",no,Social Sciences,Education,“How to Use the INPP Questionnaire”;Middle Section;;,17,cites for information;;,neutral;;,no;;
10.1111/j.1754-4505.2011.00197.x,2011,Scientific Misconduct – How does it affect you?,issn:0275-1879,Special Care In Dentistry,no,Dentistry;;,Dentistry (miscellaneous);;,None;;,2,discusses;;,negative;;,yes;;
10.1186/1471-2458-9-116,2009,"A translational framework for public health research
",issn:1471-2458,Bmc Public Health,no,Medicine;;,"Public Health, Environmental and Occupational Health;;",Discussion;;,37,ridicules;;,negative;;,no;;
10.1542/neo.11-8-e436,2010,"Congenital Infections, Part I: Cytomegalovirus, Toxoplasma, Rubella, and Herpes Simplex
",issn:1526-9906; issn:1526-9906,Neoreviews,no,Medicine;;,"Pediatrics, Perinatology and Child Health;;",middle section; “Congenital Rubella Syndrome “;;,52,disputes;;,negative;;,yes;;
10.1097/01.inf.0000073059.57867.36,2003,"Measles outbreak in Dublin, 2000",issn:0891-3668,The Pediatric Infectious Disease Journal,no,Medicine,"Infectious Diseases;
Medicine (miscellaneous);
Pediatrics, Perinatology and Child Health;;",discussion;;,11,disputes;;,negative;;,no;;
10.1056/nejmp078168,2007,"Cases in Vaccine Court — Legal Battles over Vaccines and Autism
",issn:0028-4793; issn:1533-4406,New England Journal Of Medicine,no,Medicine;;,Medicine (miscellaneous);;,none,12,discusses;;,negative;;,yes;;
